experiment	item	condition	bracketing	order	text	participant	playlist	order	trialN	recordedFile	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1243	1	10	10	suborq_1243_1_4.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1243	1	11	11	suborq_1243_2_3.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1243	1	12	12	suborq_1243_7_2.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1243	1	13	13	suborq_1243_8_1.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1243	1	14	14	suborq_1243_5_4.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1243	1	15	15	suborq_1243_3_2.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1243	1	16	16	suborq_1243_6_3.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1243	1	17	17	suborq_1243_2_4.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	1243	1	18	18	suborq_1243_4_2.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1243	1	19	19	suborq_1243_3_3.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1243	1	20	20	suborq_1243_5_1.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1243	1	21	21	suborq_1243_8_2.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1243	1	22	22	suborq_1243_6_4.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1243	1	23	23	suborq_1243_7_3.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1243	1	24	24	suborq_1243_1_1.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1243	1	25	25	suborq_1243_1_3.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1243	1	26	26	suborq_1243_2_2.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1243	1	27	27	suborq_1243_4_4.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1243	1	28	28	suborq_1243_7_1.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1243	1	29	29	suborq_1243_6_2.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1243	1	30	30	suborq_1243_5_3.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1243	1	31	31	suborq_1243_3_1.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1243	1	32	32	suborq_1243_8_4.wav	
suborq	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But now it turns out that Morgan and Lauren, or Morgan would help?	1244	1	1	1	suborq_1244_4_3.wav	
suborq	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1244	1	2	2	suborq_1244_2_1.wav	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1244	1	3	3	suborq_1244_5_2.wav	
suborq	3	2	4	r	You said that Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1244	1	4	4	suborq_1244_3_4.wav	
suborq	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1244	1	5	5	suborq_1244_7_4.wav	
suborq	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1244	1	6	6	suborq_1244_6_1.wav	
suborq	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1244	1	7	7	suborq_1244_1_2.wav	
suborq	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1244	1	8	8	suborq_1244_8_3.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1244	1	9	9	suborq_1244_7_1.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1244	1	10	10	suborq_1244_1_3.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1244	1	11	11	suborq_1244_2_2.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1244	1	12	12	suborq_1244_4_4.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1244	1	13	13	suborq_1244_6_2.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1244	1	14	14	suborq_1244_3_1.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1244	1	15	15	suborq_1244_5_3.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1244	1	16	16	suborq_1244_8_4.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1244	1	17	17	suborq_1244_2_3.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1244	1	18	18	suborq_1244_3_2.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	1244	1	19	19	suborq_1244_4_1.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1244	1	20	20	suborq_1244_5_4.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1244	1	21	21	suborq_1244_6_3.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1244	1	22	22	suborq_1244_1_4.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1244	1	23	23	suborq_1244_8_1.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1244	1	24	24	suborq_1244_7_2.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1244	1	25	25	suborq_1244_5_1.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1244	1	26	26	suborq_1244_2_4.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1244	1	27	27	suborq_1244_3_3.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	1244	1	28	28	suborq_1244_4_2.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1244	1	29	29	suborq_1244_7_3.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1244	1	30	30	suborq_1244_8_2.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1244	1	31	31	suborq_1244_1_1.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1244	1	32	32	suborq_1244_6_4.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1154	1	1	1	suborq_1154_1_1.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1154	1	2	2	suborq_1154_7_3.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1154	1	3	3	suborq_1154_6_4.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1154	1	4	4	suborq_1154_8_2.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1154	1	5	5	suborq_1154_5_1.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1154	1	6	6	suborq_1154_3_3.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1154	1	7	7	suborq_1154_2_4.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	1154	1	8	8	suborq_1154_4_2.wav	
suborq	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1154	1	9	9	suborq_1154_1_2.wav	
suborq	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1154	1	10	10	suborq_1154_8_3.wav	
suborq	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1154	1	11	11	suborq_1154_6_1.wav	
suborq	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1154	1	12	12	suborq_1154_7_4.wav	
suborq	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But now it turns out that Morgan and Lauren, or Morgan would help?	1154	1	13	13	suborq_1154_4_3.wav	
suborq	3	2	4	r	You said that Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1154	1	14	14	suborq_1154_3_4.wav	
suborq	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1154	1	15	15	suborq_1154_2_1.wav	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1154	1	16	16	suborq_1154_5_2.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1154	1	17	17	suborq_1154_6_2.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1154	1	18	18	suborq_1154_5_3.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1154	1	19	19	suborq_1154_8_4.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1154	1	20	20	suborq_1154_3_1.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1154	1	21	21	suborq_1154_7_1.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1154	1	22	22	suborq_1154_2_2.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1154	1	23	23	suborq_1154_1_3.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1154	1	24	24	suborq_1154_4_4.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1154	1	25	25	suborq_1154_3_2.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1154	1	26	26	suborq_1154_6_3.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1154	1	27	27	suborq_1154_5_4.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1154	1	28	28	suborq_1154_8_1.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1154	1	29	29	suborq_1154_7_2.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1154	1	30	30	suborq_1154_1_4.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1154	1	31	31	suborq_1154_2_3.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	1154	1	32	32	suborq_1154_4_1.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1067	1	1	1	suborq_1067_5_3.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1067	1	2	2	suborq_1067_2_2.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1067	1	3	3	suborq_1067_4_4.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1067	1	4	4	suborq_1067_3_1.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1067	1	5	5	suborq_1067_6_2.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1067	1	6	6	suborq_1067_1_3.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1067	1	7	7	suborq_1067_7_1.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1067	1	8	8	suborq_1067_8_4.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1067	1	9	9	suborq_1067_7_2.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1067	1	10	10	suborq_1067_2_3.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1067	1	11	11	suborq_1067_1_4.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	1067	1	12	12	suborq_1067_4_1.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1067	1	13	13	suborq_1067_6_3.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1067	1	14	14	suborq_1067_5_4.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1067	1	15	15	suborq_1067_3_2.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1067	1	16	16	suborq_1067_8_1.wav	
suborq	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But now it turns out that Morgan and Lauren, or Morgan would help?	1067	1	17	17	suborq_1067_4_3.wav	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1067	1	18	18	suborq_1067_5_2.wav	
suborq	3	2	4	r	You said that Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1067	1	19	19	suborq_1067_3_4.wav	
suborq	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1067	1	20	20	suborq_1067_2_1.wav	
suborq	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1067	1	21	21	suborq_1067_6_1.wav	
suborq	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1067	1	22	22	suborq_1067_7_4.wav	
suborq	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1067	1	23	23	suborq_1067_1_2.wav	
suborq	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1067	1	24	24	suborq_1067_8_3.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	1067	1	25	25	suborq_1067_4_2.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1067	1	26	26	suborq_1067_1_1.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1067	1	27	27	suborq_1067_2_4.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1067	1	28	28	suborq_1067_7_3.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1067	1	29	29	suborq_1067_6_4.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1067	1	30	30	suborq_1067_5_1.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1067	1	31	31	suborq_1067_8_2.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1067	1	32	32	suborq_1067_3_3.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1251	1	1	1	suborq_1251_4_4.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1251	1	2	2	suborq_1251_2_2.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1251	1	3	3	suborq_1251_7_1.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1251	1	4	4	suborq_1251_1_3.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1251	1	5	5	suborq_1251_5_3.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1251	1	6	6	suborq_1251_8_4.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1251	1	7	7	suborq_1251_6_2.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1251	1	8	8	suborq_1251_3_1.wav	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1251	1	9	9	suborq_1251_5_2.wav	
suborq	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But now it turns out that Morgan and Lauren, or Morgan would help?	1251	1	10	10	suborq_1251_4_3.wav	
suborq	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1251	1	11	11	suborq_1251_2_1.wav	
suborq	3	2	4	r	You said that Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1251	1	12	12	suborq_1251_3_4.wav	
suborq	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1251	1	13	13	suborq_1251_7_4.wav	
suborq	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1251	1	14	14	suborq_1251_6_1.wav	
suborq	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1251	1	15	15	suborq_1251_8_3.wav	
suborq	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1251	1	16	16	suborq_1251_1_2.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1251	1	17	17	suborq_1251_5_4.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1251	1	18	18	suborq_1251_3_2.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	1251	1	19	19	suborq_1251_4_1.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1251	1	20	20	suborq_1251_2_3.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1251	1	21	21	suborq_1251_7_2.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1251	1	22	22	suborq_1251_6_3.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1251	1	23	23	suborq_1251_1_4.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1251	1	24	24	suborq_1251_8_1.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	1251	1	25	25	suborq_1251_4_2.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1251	1	26	26	suborq_1251_1_1.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1251	1	27	27	suborq_1251_2_4.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1251	1	28	28	suborq_1251_7_3.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1251	1	29	29	suborq_1251_5_1.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1251	1	30	30	suborq_1251_8_2.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1251	1	31	31	suborq_1251_3_3.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1251	1	32	32	suborq_1251_6_4.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1252	1	1	1	suborq_1252_1_3.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1252	1	2	2	suborq_1252_2_2.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1252	1	3	3	suborq_1252_7_1.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1252	1	4	4	suborq_1252_4_4.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1252	1	5	5	suborq_1252_6_2.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1252	1	6	6	suborq_1252_3_1.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1252	1	7	7	suborq_1252_5_3.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1252	1	8	8	suborq_1252_8_4.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1252	1	9	9	suborq_1252_3_2.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1252	1	10	10	suborq_1252_2_3.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1252	1	11	11	suborq_1252_5_4.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	1252	1	12	12	suborq_1252_4_1.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1252	1	13	13	suborq_1252_8_1.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1252	1	14	14	suborq_1252_6_3.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1252	1	15	15	suborq_1252_7_2.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1252	1	16	16	suborq_1252_1_4.wav	
